t,S_A_nats,dH_std,dK_ball,Pi_std,Pi_ball,Pi_fluct_ball,sqrtF_sld,sqrtF_bures,triad_pure,hatPsi
2.5999999999999988,1.3568425492774658,3.160299505371159,6.723388153059895,23.27271991617083,49.51161404415287,43.5059440758902,11.815706461384103,1.5170495081744784,43.50594407589019,0.11259207867645453
2.6499999999999986,1.3807775199316326,3.1509046893839887,6.714023805397677,24.029385980041745,51.20239594763201,44.726701768998595,11.72976908038097,1.5029920253334463,44.726701768998595,0.11575136297994164
2.6999999999999984,1.4042377996617768,3.1416734499204653,6.705251259481938,24.780059898006503,52.887905280337904,45.896483206332064,11.637725116689797,1.488736089625219,45.89648320633206,0.11877872226208382
2.7499999999999982,1.4271543156326787,3.132611557198376,6.697112684660803,25.521629956251253,54.56189782626331,47.005868913253785,11.539320056456118,1.4742718524040201,47.00586891325378,0.12164977920497834
2.799999999999998,1.4494564004717585,3.1237242729601005,6.689645883239548,26.250827389364925,56.217746520401704,48.04555921115713,11.434388508198875,1.4595880338565077,48.04555921115714,0.12434046651925622
2.849999999999998,1.4710735319838888,3.1150164228969683,6.682883594329455,26.96429657319696,57.848573085231585,49.00660919783628,11.322853690423884,1.444672618448373,49.006609197836276,0.12682763506623526
2.8999999999999977,1.491937120488586,3.1064924560981098,6.676853007850435,27.658672624984916,59.447397384392254,49.88066643187925,11.204725264784004,1.4295141700294391,49.88066643187925,0.129089668978002
2.9499999999999975,1.5119822577129047,3.0981565257206896,6.671575448829303,28.330662915694592,61.00729694844566,50.66020074039151,11.080095935998397,1.4141008110425062,50.66020074039151,0.13110708039290903
2.9999999999999973,1.531149365153322,3.0900125645117407,6.667066217222328,28.977128983029402,62.52157027891441,51.338716480508786,10.949137097990958,1.3984216935067901,51.33871648050878,0.13286305878200536
3.049999999999997,1.5493857106126259,3.082064352855359,6.663334600569951,29.595166418178607,63.98389969410547,51.910940107403846,10.812093824210736,1.382467686283794,51.91094010740384,0.1343439563694134
3.099999999999997,1.5666467181669625,3.0743155910049405,6.660383991443646,30.18217865207582,65.38850471609078,52.37297405278125,10.669279546305306,1.3662314719869342,52.37297405278125,0.1355396863652591
3.149999999999997,1.5828970655568817,3.06676996006408,6.658212140967042,30.735942839664457,66.73028314613035,52.722413178050246,10.521070643577252,1.3497081218788398,52.722413178050246,0.1364440243429912
3.1999999999999966,1.5981115114507871,3.059431183471446,6.656811463988958,31.25466439354373,68.0049315578963,52.95841814884842,10.367901179279725,1.3328955035376455,52.958418148848416,0.13705479813044866
3.2499999999999964,1.612275467626795,3.052303065886711,6.6561694378603224,31.737019293183295,69.2090442227111,53.081745644415236,10.210257836523882,1.3157952914088322,53.081745644415236,0.1373739659908129
3.2999999999999963,1.6253852860034872,3.0453895438696255,6.656269029943092,32.18218236298148,70.34018495594631,53.09473392998647,10.048675116011657,1.2984115674404206,53.09473392998647,0.13740757928439773
3.349999999999996,1.6374482599593447,3.0386947198532415,6.65708912712047,32.58984047649734,71.39692950174316,53.001245115468976,9.883730716274597,1.2807518213700277,53.001245115468976,0.13716563303583085
3.399999999999996,1.6484823710875722,3.0322228853266266,6.6586050028089545,32.96019154005984,72.37887997753269,52.8065684426494,9.716040947926947,1.2628268278978816,52.8065684426494,0.13666181564425012
3.4499999999999957,1.6585157645495991,3.0259785415273526,6.660788733005039,33.29392854630787,73.28664797034142,52.51728679098015,9.54625601888407,1.2446500053831306,52.51728679098016,0.13591316340428072
3.4999999999999956,1.6675860060946763,3.0199664035546085,6.6636096218438965,33.59221079391959,74.1218110247508,52.14111371937978,9.375054987744319,1.2262377963421596,52.14111371937978,0.13493963877510104
3.5499999999999954,1.6757391268149064,3.0141914042330766,6.667034578238103,33.85662307459315,74.88684242934434,51.686705946352554,9.20314022065183,1.2076084235140885,51.68670594635256,0.1337636450846153
3.599999999999995,1.6830285022108729,3.008658693510467,6.6710284717769515,34.089125210375556,75.58501911396473,51.163459130512095,9.03123123008335,1.1887809949109025,51.16345913051209,0.1324094980155723
3.649999999999995,1.689513579739926,3.003373615956172,6.675554406371562,34.291992988575544,76.2203089492309,50.581292979933856,8.860057847760157,1.1697762416735982,50.58129297993386,0.13090286947501392
3.699999999999995,1.695258534390577,2.9983416739767725,6.680574017785279,34.467754518516934,76.79724672018456,49.95043565448529,8.690352762938424,1.150616791794189,49.95043565448529,0.12927022963397009
3.7499999999999947,1.7003308567183497,2.993568493337953,6.6860477008059815,34.61912310833553,77.32079923259508,49.28121239970203,8.522843533129379,1.1313251151464039,49.281212399702035,0.1275382999182689
3.7999999999999945,1.7047999342367226,2.989059771172738,6.691934816032371,34.74892956746228,77.79622670480187,48.58384617094143,8.358244235205726,1.1119239978232398,48.583846170941435,0.1257335370298242
3.8499999999999943,1.7087356651613081,2.98482121149089,6.698193874615984,34.86005613561032,78.22894502940217,47.86827566847325,8.197246958922646,1.0924364079288789,47.86827566847325,0.1238816620269072
3.899999999999994,1.7122071449316947,2.9808584479130134,6.7047827082539,34.955374107942156,78.6243936016367,47.143995114678056,8.040513351223348,1.072885461627847,47.143995114678056,0.12200724567234
3.949999999999994,1.7152814623422667,2.977176953721357,6.711658632023341,35.0376869413434,78.98791293277235,46.41991859524599,7.888666398940603,1.0532944836194331,46.41991859524599,0.12013335735258626
3.999999999999994,1.7180226369447766,2.9737819397879295,6.718778607468382,35.109680279785216,79.32463561726313,45.70427020669962,7.742282597208676,1.0336871480138876,45.70427020669962,0.11828128078283441
4.049999999999994,1.7204907227703876,2.9706782414911226,6.726099412737746,35.17387994529439,79.63939343528516,45.0044997527578,7.601884602588232,1.0140876794865539,45.004499752757795,0.11647029583171509
4.099999999999993,1.7227410956240603,2.967870196337738,6.7335778255911105,35.23261852527179,79.93664248929406,44.32722245786619,7.467934427000928,0.9945210899132648,44.3272224578662,0.11471752250172615
